Noise,True_V,Primary_V,Winner,Rg_meas,Yg100,Yg210,Ym210,V_all
-597.0505701832946,0.22964285465159456,0.08545965320787914,Consensus_Selection,11.566924386811658,657.033540760211,-42.41535012444757,14759.475750541507,"[0.08545965320787914, 0.20853578353726482]"
-597.0505701832946,0.23435703623247425,0.07932264431991293,Consensus_Selection,11.702227748957746,653.9254609706894,-54.389672301882904,1938.5798794874347,"[0.07932264431991293, 0.22766894392066955]"
-597.0505701832946,0.23911911455199228,0.3118125728841477,Consensus_Selection,11.836657370662051,637.8622123413058,-110.73318985170744,1936.4263767716507,"[0.3118125728841477, 0.05826490231687668]"
-597.0505701832946,0.24392908961014867,0.11078228085307351,Consensus_Selection,11.975464327867405,665.3742021859287,-11.331915015271496,2738.1733253455773,"[0.11078228085307351, 0.16038746588781835]"
-597.0505701832946,0.24878696140694342,0.1357015897000479,Nearest_Fallback,12.108939820414617,667.8153158293723,5.267704554941299,-2981.789255018014,[0.1357015897000479]
-597.0505701832946,0.2536927299423765,0.03885838825520285,Unique_Solution,12.244280234336705,613.831565119225,-241.9259851737772,2677.5328596030113,[0.03885838825520285]
-597.0505701832946,0.25864639521644783,0.3296051279181302,Consensus_Selection,12.387257689061077,636.2611556752237,-165.8160185872543,1650.5247225893563,"[0.3296051279181302, 0.0554101807862158]"
-597.0505701832946,0.2636479572291576,0.11845627999782216,Nearest_Fallback,12.531273193919324,671.2655618770974,11.872881175115772,2716.5994174561147,[0.11845627999782216]
-597.0505701832946,0.2686974159805058,0.06686294860077581,Consensus_Selection,12.685444698404705,648.7110332727663,-63.85031843552674,-34262.665795514986,"[0.06686294860077581, 0.2709790629237833]"
-597.0505701832946,0.2737947714704923,0.2148621154362935,Consensus_Selection,12.82625552466418,660.0849291548515,-56.8736932254749,1502.306405131861,"[0.2148621154362935, 0.08458607505051743]"
-597.0505701832946,0.278940023699117,0.3160245643565725,Consensus_Selection,12.976348269351782,640.8762016687742,-85.85124406937202,6782.846296484401,"[0.3160245643565725, 0.05830216391305247]"
-597.0505701832946,0.28413317266638033,0.3163672799837541,Consensus_Selection,13.131127138308093,641.3458430745242,-98.63689143249306,4441.094813705408,"[0.3163672799837541, 0.058281485494541346]"
